dt,date_time,start_lon,start_lat,end_lon,end_lat,percent_change,n_crisis,n_baseline,length_km
2026-08-26_0800,2026-08-26 08:00:00,85.22094726562501,27.751607253506148,85.22094726562501,27.751607253506148,28.23,52.0,40.333333333333336,3.608553671315128e-14
2026-08-26_0800,2026-08-26 08:00:00,85.770263671875,27.790490790383224,85.770263671875,27.790490790383224,69.01,19.0,10.833333333333334,2.136683761949113e-14
2026-08-26_0800,2026-08-26 08:00:00,85.550537109375,27.926473604009228,85.550537109375,27.926473604009228,20.0,35.0,29.0,2.022254949724904e-15
2026-08-26_0800,2026-08-26 08:00:00,85.770263671875,27.73216027574025,85.770263671875,27.73216027574025,35.37,57.0,41.84473164508637,1.67670491015947e-13
2026-08-26_0800,2026-08-26 08:00:00,85.616455078125,27.771050758926727,85.616455078125,27.771050758926727,22.63,27.0,21.83333333333333,1.2207854514058405e-13
2026-08-26_0800,2026-08-26 08:00:00,85.682373046875,27.771050758926727,85.682373046875,27.771050758926727,9.09,11.0,10.0,1.2207854514058405e-13
2026-08-26_0800,2026-08-26 08:00:00,85.572509765625,27.80992734625884,85.572509765625,27.80992734625884,9.09,15.0,13.666666666666666,1.0595237556502103e-13
2026-08-26_0800,2026-08-26 08:00:00,85.374755859375,27.73216027574025,85.308837890625,27.71270982724965,2.37,35.0,34.166666666666664,6.839357015772618
2026-08-26_0800,2026-08-26 08:00:00,85.26489257812499,27.751607253506148,85.26489257812499,27.751607253506148,17.72,61.0,51.66666666666666,3.608553671315128e-14
2026-08-26_0800,2026-08-26 08:00:00,85.374755859375,27.73216027574025,85.418701171875,27.751607253506148,-2.99,26.0,26.83333333333333,4.835292789532351
2026-08-26_0800,2026-08-26 08:00:00,85.308837890625,27.67379852458613,85.308837890625,27.73216027574025,5.34,101.0,95.83333333333331,6.489540824477468
2026-08-26_0800,2026-08-26 08:00:00,85.35278320312499,27.67379852458613,85.352783203125,27.71270982724965,-1.4,46.0,46.66666666666666,4.326746236617503
2026-08-26_0800,2026-08-26 08:00:00,85.35278320312499,27.67379852458613,85.286865234375,27.71270982724965,15.38,19.0,16.333333333333332,7.8001526909402
2026-08-26_0800,2026-08-26 08:00:00,85.35278320312499,27.67379852458613,85.352783203125,27.73216027574025,-5.75,40.0,42.5,6.489540824477468
2026-08-26_0800,2026-08-26 08:00:00,85.35278320312499,27.67379852458613,85.308837890625,27.751607253506148,0.0,22.0,22.0,9.673173569497914
2026-08-26_0800,2026-08-26 08:00:00,85.35278320312499,27.67379852458613,85.352783203125,27.751607253506148,0.8,20.0,19.83333333333333,8.65194948475281
2026-08-26_0800,2026-08-26 08:00:00,85.35278320312499,27.67379852458613,85.33081054687499,27.71270982724965,35.11,58.0,42.66666666666666,4.837449360776031
2026-08-26_0800,2026-08-26 08:00:00,85.35278320312499,27.67379852458613,85.33081054687501,27.751607253506148,18.87,20.0,16.666666666666668,8.918225394024969
2026-08-26_0800,2026-08-26 08:00:00,85.133056640625,27.926473604009228,85.133056640625,27.926473604009228,-78.38,43.0,202.5,2.022254949724904e-15
2026-08-26_0800,2026-08-26 08:00:00,85.308837890625,27.67379852458613,85.308837890625,27.771050758926727,-18.75,12.0,15.0,10.813972037238702
2026-08-26_0800,2026-08-26 08:00:00,85.308837890625,27.67379852458613,85.330810546875,27.73216027574025,2.47,75.0,73.16666666666667,6.8405766587968495
2026-08-26_0800,2026-08-26 08:00:00,85.308837890625,27.67379852458613,85.352783203125,27.71270982724965,12.94,75.0,66.29526447918332,6.118943220473385
2026-08-26_0800,2026-08-26 08:00:00,85.308837890625,27.67379852458613,85.33081054687499,27.71270982724965,-6.7,108.0,115.83333333333331,4.837449360774911
2026-08-26_0800,2026-08-26 08:00:00,85.374755859375,27.73216027574025,85.33081054687499,27.71270982724965,15.56,25.0,21.5,4.836155749909007
2026-08-26_0800,2026-08-26 08:00:00,85.308837890625,27.67379852458613,85.308837890625,27.71270982724965,5.74,177.0,167.33333333333334,4.326746236617503
2026-08-26_0800,2026-08-26 08:00:00,85.308837890625,27.67379852458613,85.352783203125,27.751607253506148,-9.15,42.0,46.333333333333336,9.673173569499031
2026-08-26_0800,2026-08-26 08:00:00,85.308837890625,27.67379852458613,85.374755859375,27.71270982724965,12.38,58.0,51.5,7.800152690941243
2026-08-26_0800,2026-08-26 08:00:00,85.308837890625,27.67379852458613,85.26489257812501,27.71270982724965,6.42,57.0,53.5,6.118943220471615
2026-08-26_0800,2026-08-26 08:00:00,85.308837890625,27.67379852458613,85.28686523437501,27.73216027574025,6.36,77.0,72.33333333333333,6.840576658796454
2026-08-26_0800,2026-08-26 08:00:00,85.308837890625,27.67379852458613,85.352783203125,27.73216027574025,23.4,108.0,87.33333333333333,7.799457392222855
2026-08-26_0800,2026-08-26 08:00:00,85.308837890625,27.67379852458613,85.308837890625,27.751607253506148,12.43,94.0,83.5,8.65194948475281
2026-08-26_0800,2026-08-26 08:00:00,85.308837890625,27.67379852458613,85.352783203125,27.771050758926727,20.0,33.0,27.33333333333333,11.64700428941778
2026-08-26_0800,2026-08-26 08:00:00,85.308837890625,27.67379852458613,85.33081054687501,27.751607253506148,-16.08,59.0,70.5,8.918225394026182
2026-08-26_0800,2026-08-26 08:00:00,85.308837890625,27.67379852458613,85.286865234375,27.71270982724965,-0.39,85.0,85.33333333333333,4.837449360776031
2026-08-26_0800,2026-08-26 08:00:00,85.308837890625,27.67379852458613,85.374755859375,27.73216027574025,-4.81,32.0,33.666666666666664,9.1775966042868
2026-08-26_0800,2026-08-26 08:00:00,85.308837890625,27.67379852458613,85.396728515625,27.71270982724965,29.41,32.0,24.5,9.67489861314571
2026-08-26_0800,2026-08-26 08:00:00,85.308837890625,27.67379852458613,85.396728515625,27.73216027574025,-17.13,11.0,13.480738631443437,10.81590124469542
2026-08-26_0800,2026-08-26 08:00:00,85.308837890625,27.67379852458613,85.286865234375,27.751607253506148,27.43,23.0,17.833333333333332,8.918225394025878
2026-08-26_0800,2026-08-26 08:00:00,85.35278320312499,27.67379852458613,85.308837890625,27.73216027574025,-11.11,23.0,26.0,7.799457392221467
2026-08-26_0800,2026-08-26 08:00:00,85.462646484375,27.71270982724965,85.462646484375,27.71270982724965,7.35,128.0,119.16666666666669,1.0131527334793077e-13
2026-08-26_0800,2026-08-26 08:00:00,85.286865234375,27.790490790383224,85.286865234375,27.790490790383224,6.62,168.0,157.5,2.136683761949113e-14
2026-08-26_0800,2026-08-26 08:00:00,85.330810546875,27.771050758926727,85.33081054687501,27.751607253506148,7.69,55.0,51.0,2.1620225524858245
2026-08-26_0800,2026-08-26 08:00:00,85.330810546875,27.771050758926727,85.330810546875,27.771050758926727,8.03,1931.0,1787.3333333333333,1.2207854514058405e-13
2026-08-26_0800,2026-08-26 08:00:00,85.352783203125,27.751607253506148,85.37475585937501,27.69325590965681,5.88,14.0,13.166666666666666,6.839356819337568
2026-08-26_0800,2026-08-26 08:00:00,85.352783203125,27.751607253506148,85.308837890625,27.69325590965681,18.81,19.0,15.833333333333334,7.798066561201203
2026-08-26_0800,2026-08-26 08:00:00,85.352783203125,27.751607253506148,85.308837890625,27.73216027574025,-5.38,43.0,45.5,4.835292789532241
2026-08-26_0800,2026-08-26 08:00:00,85.352783203125,27.751607253506148,85.374755859375,27.751607253506148,-0.44,74.0,74.33333333333333,2.162215664653275
2026-08-26_0800,2026-08-26 08:00:00,85.352783203125,27.751607253506148,85.35278320312499,27.67379852458613,36.84,25.0,18.0,8.651949484752839
2026-08-26_0800,2026-08-26 08:00:00,85.352783203125,27.751607253506148,85.308837890625,27.71270982724965,3.2,42.0,40.66666666666666,6.116761105117646
2026-08-26_0800,2026-08-26 08:00:00,85.352783203125,27.751607253506148,85.28686523437501,27.69325590965681,39.53,19.0,13.333333333333334,9.175960017778046
2026-08-26_0800,2026-08-26 08:00:00,85.352783203125,27.751607253506148,85.33081054687499,27.71270982724965,14.74,47.0,40.833333333333336,4.8357242471812
2026-08-26_0800,2026-08-26 08:00:00,85.352783203125,27.751607253506148,85.330810546875,27.69325590965681,70.69,32.0,18.33333333333333,6.839356819337173
2026-08-26_0800,2026-08-26 08:00:00,85.352783203125,27.751607253506148,85.374755859375,27.73216027574025,11.01,41.0,36.833333333333336,3.0581076727116523
2026-08-26_0800,2026-08-26 08:00:00,85.330810546875,27.771050758926727,85.308837890625,27.73216027574025,14.5,24.0,20.83333333333333,4.834861085375861
2026-08-26_0800,2026-08-26 08:00:00,85.352783203125,27.751607253506148,85.352783203125,27.69325590965681,10.77,23.0,20.666666666666668,6.488383583170239
2026-08-26_0800,2026-08-26 08:00:00,85.352783203125,27.751607253506148,85.330810546875,27.73216027574025,21.5,64.0,52.5,3.058107672712538
2026-08-26_0800,2026-08-26 08:00:00,85.352783203125,27.751607253506148,85.308837890625,27.751607253506148,-11.58,27.0,30.666666666666668,4.32443131207219
2026-08-26_0800,2026-08-26 08:00:00,85.352783203125,27.751607253506148,85.28686523437501,27.73216027574025,50.0,21.0,13.666666666666666,6.838136605449385
2026-08-26_0800,2026-08-26 08:00:00,85.352783203125,27.751607253506148,85.330810546875,27.67379852458613,22.89,16.0,12.833333333333334,8.918225394025994
2026-08-26_0800,2026-08-26 08:00:00,85.352783203125,27.751607253506148,85.352783203125,27.751607253506148,8.31,6231.0,5752.666666666667,3.608553671315128e-14
2026-08-26_0800,2026-08-26 08:00:00,85.352783203125,27.751607253506148,85.352783203125,27.73216027574025,13.65,196.0,172.33333333333334,2.162408660275157
2026-08-26_0800,2026-08-26 08:00:00,85.352783203125,27.751607253506148,85.374755859375,27.71270982724965,20.97,24.0,19.666666666666668,4.83572424717952
2026-08-26_0800,2026-08-26 08:00:00,85.352783203125,27.751607253506148,85.330810546875,27.771050758926727,32.79,26.0,19.33333333333333,3.0575616338228566
2026-08-26_0800,2026-08-26 08:00:00,85.352783203125,27.751607253506148,85.37475585937499,27.771050758926727,31.91,30.0,22.5,3.057561633821086
2026-08-26_0800,2026-08-26 08:00:00,85.352783203125,27.751607253506148,85.35278320312501,27.654337673663917,18.18,12.0,10.0,10.815900772048977
2026-08-26_0800,2026-08-26 08:00:00,85.352783203125,27.751607253506148,85.352783203125,27.71270982724965,-13.4,27.0,31.33333333333333,4.325203248135176
2026-08-26_0800,2026-08-26 08:00:00,85.352783203125,27.751607253506148,85.33081054687501,27.751607253506148,0.9,92.0,91.16666666666669,2.162215664653275
2026-08-26_0800,2026-08-26 08:00:00,85.352783203125,27.751607253506148,85.352783203125,27.771050758926727,19.52,149.0,124.5,2.162022552485689
2026-08-26_0800,2026-08-26 08:00:00,85.74829101562499,27.771050758926727,85.74829101562499,27.771050758926727,0.0,10.0,10.0,1.2207854514058405e-13
2026-08-26_0800,2026-08-26 08:00:00,85.330810546875,27.771050758926727,85.330810546875,27.790490790383224,13.33,16.0,14.0,2.1616362646985623
2026-08-26_0800,2026-08-26 08:00:00,85.330810546875,27.771050758926727,85.352783203125,27.751607253506148,0.0,12.0,12.0,3.057561633823132
2026-08-26_0800,2026-08-26 08:00:00,85.00122070312501,27.80992734625884,85.00122070312501,27.80992734625884,-0.5,65.0,65.33333333333333,1.0595237556502103e-13
2026-08-26_0800,2026-08-26 08:00:00,85.418701171875,27.751607253506148,85.396728515625,27.751607253506148,-34.0,10.0,15.666666666666666,2.1622156646545267
2026-08-26_0800,2026-08-26 08:00:00,85.418701171875,27.751607253506148,85.418701171875,27.751607253506148,7.27,1044.0,973.1666666666666,3.608553671315128e-14
2026-08-26_0800,2026-08-26 08:00:00,85.418701171875,27.751607253506148,85.374755859375,27.73216027574025,23.29,14.0,11.166666666666666,4.835292789532241
2026-08-26_0800,2026-08-26 08:00:00,85.81420898437501,27.751607253506148,85.81420898437501,27.751607253506148,27.36,44.0,34.333333333333336,3.608553671315128e-14
2026-08-26_0800,2026-08-26 08:00:00,85.61645507812499,27.887638781681872,85.61645507812499,27.887638781681872,-16.08,19.0,22.83333333333333,2.186440111815049e-14
2026-08-26_0800,2026-08-26 08:00:00,85.506591796875,27.73216027574025,85.506591796875,27.73216027574025,2.67,31.0,30.166666666666668,1.67670491015947e-13
2026-08-26_0800,2026-08-26 08:00:00,85.572509765625,27.829360424938628,85.572509765625,27.829360424938628,14.08,257.0,225.16666666666663,5.538235803950223e-15
2026-08-26_0800,2026-08-26 08:00:00,85.594482421875,27.71270982724965,85.594482421875,27.71270982724965,-11.93,31.0,35.333333333333336,1.0131527334793077e-13
2026-08-26_0800,2026-08-26 08:00:00,85.352783203125,27.790490790383224,85.352783203125,27.771050758926727,8.62,20.0,18.33333333333333,2.1616362646986547
2026-08-26_0800,2026-08-26 08:00:00,85.352783203125,27.790490790383224,85.352783203125,27.790490790383224,6.67,444.0,416.1666666666667,2.136683761949113e-14
2026-08-26_0800,2026-08-26 08:00:00,85.704345703125,27.751607253506148,85.704345703125,27.751607253506148,56.0,38.0,24.0,3.608553671315128e-14
2026-08-26_0800,2026-08-26 08:00:00,85.330810546875,27.771050758926727,85.308837890625,27.751607253506148,8.79,32.0,29.33333333333333,3.057561633823132
2026-08-26_0800,2026-08-26 08:00:00,85.396728515625,27.73216027574025,85.374755859375,27.73216027574025,-21.48,52.0,66.5,2.162601682397985
2026-08-26_0800,2026-08-26 08:00:00,85.396728515625,27.73216027574025,85.396728515625,27.73216027574025,7.66,2577.0,2393.6666666666665,1.67670491015947e-13
2026-08-26_0800,2026-08-26 08:00:00,85.396728515625,27.73216027574025,85.418701171875,27.751607253506148,18.52,15.0,12.5,3.0581076727125147
2026-08-26_0800,2026-08-26 08:00:00,85.396728515625,27.73216027574025,85.374755859375,27.71270982724965,13.71,46.0,40.333333333333336,3.0586534567545987
2026-08-26_0800,2026-08-26 08:00:00,85.396728515625,27.73216027574025,85.37475585937501,27.69325590965681,30.77,16.0,12.0,4.836587005803255
2026-08-26_0800,2026-08-26 08:00:00,85.396728515625,27.73216027574025,85.418701171875,27.73216027574025,-16.57,46.0,55.333333333333336,2.162601682397985
2026-08-26_0800,2026-08-26 08:00:00,85.396728515625,27.73216027574025,85.396728515625,27.751607253506148,18.6,50.0,42.0,2.1624086602752115
2026-08-26_0800,2026-08-26 08:00:00,85.396728515625,27.73216027574025,85.396728515625,27.71270982724965,-1.99,40.0,40.833333333333336,2.16279458785999
2026-08-26_0800,2026-08-26 08:00:00,85.396728515625,27.73216027574025,85.352783203125,27.73216027574025,56.52,23.0,14.333333333333334,4.325203347577014
2026-08-26_0800,2026-08-26 08:00:00,85.374755859375,27.790490790383224,85.374755859375,27.790490790383224,9.09,307.0,281.3333333333333,2.136683761949113e-14
2026-08-26_0800,2026-08-26 08:00:00,85.155029296875,27.751607253506148,85.155029296875,27.751607253506148,14.05,22.0,19.166666666666668,3.608553671315128e-14
2026-08-26_0800,2026-08-26 08:00:00,85.264892578125,27.790490790383224,85.264892578125,27.790490790383224,-53.85,14.0,31.5,2.136683761949113e-14
2026-08-26_0800,2026-08-26 08:00:00,85.330810546875,27.771050758926727,85.308837890625,27.771050758926727,-23.53,12.0,16.0,2.161829466812015
2026-08-26_0800,2026-08-26 08:00:00,85.396728515625,27.73216027574025,85.352783203125,27.71270982724965,-33.33,10.0,15.5,4.836155749906766
2026-08-26_0800,2026-08-26 08:00:00,85.35278320312499,27.67379852458613,85.330810546875,27.73216027574025,30.43,34.0,25.83333333333333,6.840576658796057
2026-08-26_0800,2026-08-26 08:00:00,85.35278320312499,27.67379852458613,85.374755859375,27.73216027574025,-7.89,23.0,25.05610717773966,6.840576658797246
2026-08-26_0800,2026-08-26 08:00:00,85.35278320312499,27.67379852458613,85.374755859375,27.71270982724965,-1.45,67.0,68.0,4.83744936077659
2026-08-26_0800,2026-08-26 08:00:00,85.308837890625,27.73216027574025,85.308837890625,27.71270982724965,11.59,442.0,396.0,2.16279458785999
2026-08-26_0800,2026-08-26 08:00:00,85.308837890625,27.73216027574025,85.33081054687501,27.751607253506148,10.2,314.0,284.8333333333333,3.0581076727134
2026-08-26_0800,2026-08-26 08:00:00,85.308837890625,27.73216027574025,85.264892578125,27.69325590965681,-1.16,56.0,56.66666666666666,6.117852418087862
2026-08-26_0800,2026-08-26 08:00:00,85.308837890625,27.73216027574025,85.35278320312501,27.654337673663917,17.07,31.0,26.33333333333333,9.674898279013131
2026-08-26_0800,2026-08-26 08:00:00,85.308837890625,27.73216027574025,85.28686523437501,27.771050758926727,15.91,67.0,57.66666666666666,4.834861085374968
2026-08-26_0800,2026-08-26 08:00:00,85.308837890625,27.73216027574025,85.286865234375,27.67379852458613,-36.84,17.0,27.5,6.840576658797092
2026-08-26_0800,2026-08-26 08:00:00,85.308837890625,27.73216027574025,85.308837890625,27.751607253506148,8.62,948.0,872.6666666666666,2.1624086602752115
2026-08-26_0800,2026-08-26 08:00:00,85.308837890625,27.73216027574025,85.33081054687499,27.71270982724965,-2.24,79.0,80.83333333333333,3.058653456752828
2026-08-26_0800,2026-08-26 08:00:00,85.308837890625,27.73216027574025,85.286865234375,27.751607253506148,11.37,296.0,265.6666666666667,3.0581076727125147
2026-08-26_0800,2026-08-26 08:00:00,85.308837890625,27.73216027574025,85.286865234375,27.71270982724965,15.45,126.0,109.0,3.0586534567545987
2026-08-26_0800,2026-08-26 08:00:00,85.308837890625,27.73216027574025,85.330810546875,27.790490790383224,45.45,23.0,15.5,6.836915429523932
2026-08-26_0800,2026-08-26 08:00:00,85.308837890625,27.73216027574025,85.352783203125,27.751607253506148,18.62,68.0,57.16666666666666,4.835292789532351
2026-08-26_0800,2026-08-26 08:00:00,85.308837890625,27.73216027574025,85.352783203125,27.771050758926727,39.93,65.0,46.16666666666666,6.115669282158945
2026-08-26_0800,2026-08-26 08:00:00,85.308837890625,27.73216027574025,85.264892578125,27.67379852458613,8.7,24.0,22.0,7.799457392223092
2026-08-26_0800,2026-08-26 08:00:00,85.308837890625,27.73216027574025,85.330810546875,27.771050758926727,2.08,89.0,87.16666666666667,4.834861085375527
2026-08-26_0800,2026-08-26 08:00:00,85.308837890625,27.73216027574025,85.264892578125,27.73216027574025,16.13,17.0,14.5,4.325203347578266
2026-08-26_0800,2026-08-26 08:00:00,85.308837890625,27.73216027574025,85.30883789062499,27.654337673663917,-12.73,23.0,26.5,8.653492111773652
2026-08-26_0800,2026-08-26 08:00:00,85.308837890625,27.73216027574025,85.242919921875,27.69325590965681,-19.23,27.0,33.666666666666664,7.798762185211403
2026-08-26_0800,2026-08-26 08:00:00,85.308837890625,27.73216027574025,85.396728515625,27.73216027574025,21.62,14.0,11.333333333333334,8.650406557413628
2026-08-26_0800,2026-08-26 08:00:00,85.308837890625,27.73216027574025,85.286865234375,27.790490790383224,-9.59,10.0,11.166666666666666,6.836915429523932
2026-08-26_0800,2026-08-26 08:00:00,85.308837890625,27.73216027574025,85.352783203125,27.71270982724965,33.55,68.0,50.66666666666666,4.836155749907886
2026-08-26_0800,2026-08-26 08:00:00,85.308837890625,27.73216027574025,85.37475585937501,27.69325590965681,32.97,40.0,29.83333333333333,7.7987621852124445
2026-08-26_0800,2026-08-26 08:00:00,85.308837890625,27.73216027574025,85.26489257812501,27.71270982724965,12.35,46.0,40.833333333333336,4.836155749905646
2026-08-26_0800,2026-08-26 08:00:00,85.308837890625,27.73216027574025,85.35278320312499,27.67379852458613,20.0,49.0,40.66666666666666,7.799457392221702
2026-08-26_0800,2026-08-26 08:00:00,85.308837890625,27.73216027574025,85.352783203125,27.73216027574025,21.03,116.0,95.66666666666669,4.325203347578266
2026-08-26_0800,2026-08-26 08:00:00,85.308837890625,27.73216027574025,85.308837890625,27.69325590965681,7.23,83.0,77.33333333333333,4.325974922895328
2026-08-26_0800,2026-08-26 08:00:00,85.308837890625,27.73216027574025,85.220947265625,27.69325590965681,27.66,29.0,22.5,9.673173902946557
2026-08-26_0800,2026-08-26 08:00:00,85.308837890625,27.73216027574025,85.374755859375,27.654337673663917,26.0,20.0,15.666666666666666,10.81686506699713
2026-08-26_0800,2026-08-26 08:00:00,85.308837890625,27.73216027574025,85.30883789062501,27.790490790383224,65.35,34.0,20.166666666666668,6.486067477459668
2026-08-26_0800,2026-08-26 08:00:00,85.308837890625,27.73216027574025,85.352783203125,27.69325590965681,18.77,76.0,63.833333333333336,6.117852418087862
2026-08-26_0800,2026-08-26 08:00:00,85.308837890625,27.771050758926727,85.308837890625,27.771050758926727,14.63,2365.0,2063.0,1.2207854514058405e-13
2026-08-26_0800,2026-08-26 08:00:00,85.308837890625,27.771050758926727,85.330810546875,27.771050758926727,6.98,22.0,20.5,2.161829466812015
2026-08-26_0800,2026-08-26 08:00:00,85.308837890625,27.771050758926727,85.308837890625,27.71270982724965,-14.29,10.0,11.833333333333334,6.487225800620781
2026-08-26_0800,2026-08-26 08:00:00,85.308837890625,27.80992734625884,85.308837890625,27.80992734625884,7.42,40.0,37.16666666666666,1.0595237556502103e-13
2026-08-26_0800,2026-08-26 08:00:00,85.660400390625,27.887638781681872,85.660400390625,27.887638781681872,18.03,23.0,19.33333333333333,2.186440111815049e-14
2026-08-26_0800,2026-08-26 08:00:00,85.308837890625,27.926473604009228,85.308837890625,27.926473604009228,-69.33,15.0,51.16666666666666,2.022254949724904e-15
2026-08-26_0800,2026-08-26 08:00:00,85.66040039062499,27.98469968215696,85.66040039062499,27.98469968215696,129.41,25.0,10.333333333333334,1.7476328570633842e-13
2026-08-26_0800,2026-08-26 08:00:00,85.264892578125,27.69325590965681,85.286865234375,27.71270982724965,26.61,22.0,17.166666666666668,3.059198985655512
2026-08-26_0800,2026-08-26 08:00:00,85.264892578125,27.69325590965681,85.308837890625,27.71270982724965,34.21,33.0,24.33333333333333,4.83701830686697
2026-08-26_0800,2026-08-26 08:00:00,85.264892578125,27.69325590965681,85.26489257812501,27.71270982724965,-35.48,19.0,30.0,2.163180335035057
2026-08-26_0800,2026-08-26 08:00:00,85.264892578125,27.69325590965681,85.308837890625,27.751607253506148,36.36,14.0,10.0,7.798066561201221
2026-08-26_0800,2026-08-26 08:00:00,85.770263671875,27.71270982724965,85.770263671875,27.71270982724965,25.75,34.0,26.83333333333333,1.0131527334793077e-13
2026-08-26_0800,2026-08-26 08:00:00,85.308837890625,27.73216027574025,85.37475585937499,27.67379852458613,4.35,23.0,22.0,9.177596604286002
2026-08-26_0800,2026-08-26 08:00:00,85.308837890625,27.73216027574025,85.330810546875,27.73216027574025,7.0,190.0,177.5,2.162601682397985
2026-08-26_0800,2026-08-26 08:00:00,85.308837890625,27.73216027574025,85.308837890625,27.771050758926727,0.74,158.0,156.83333333333334,4.324431212760916
2026-08-26_0800,2026-08-26 08:00:00,85.308837890625,27.73216027574025,85.37475585937499,27.771050758926727,67.65,18.0,10.333333333333334,7.795979221894576
2026-08-26_0800,2026-08-26 08:00:00,85.308837890625,27.73216027574025,85.28686523437501,27.73216027574025,18.99,353.0,296.5,2.162601682396733
2026-08-26_0800,2026-08-26 08:00:00,85.308837890625,27.73216027574025,85.396728515625,27.69325590965681,6.85,12.0,11.166666666666666,9.673173902945434
2026-08-26_0800,2026-08-26 08:00:00,85.308837890625,27.73216027574025,85.396728515625,27.71270982724965,8.62,20.0,18.33333333333333,8.917430463966909
2026-08-26_0800,2026-08-26 08:00:00,85.308837890625,27.73216027574025,85.396728515625,27.67379852458613,-17.36,14.0,17.150543248477053,10.815901244695317
2026-08-26_0800,2026-08-26 08:00:00,85.308837890625,27.73216027574025,85.330810546875,27.69325590965681,23.65,60.0,48.333333333333336,4.836587005804376
2026-08-26_0800,2026-08-26 08:00:00,85.308837890625,27.73216027574025,85.330810546875,27.6348733585183,45.71,16.0,10.666666666666666,11.032063820561248
2026-08-26_0800,2026-08-26 08:00:00,85.308837890625,27.73216027574025,85.28686523437501,27.69325590965681,-4.26,89.0,93.0,4.836587005803816
2026-08-26_0800,2026-08-26 08:00:00,85.308837890625,27.73216027574025,85.330810546875,27.67379852458613,-0.75,43.0,43.333333333333336,6.840576658797092
2026-08-26_0800,2026-08-26 08:00:00,85.308837890625,27.73216027574025,85.308837890625,27.67379852458613,24.53,32.0,25.5,6.489540824477553
2026-08-26_0800,2026-08-26 08:00:00,85.308837890625,27.73216027574025,85.374755859375,27.73216027574025,4.48,34.0,32.5,6.4878049783218845
2026-08-26_0800,2026-08-26 08:00:00,85.308837890625,27.73216027574025,85.308837890625,27.73216027574025,9.86,14144.0,12874.666666666666,1.67670491015947e-13
2026-08-26_0800,2026-08-26 08:00:00,85.308837890625,27.73216027574025,85.24291992187501,27.67379852458613,-19.59,12.0,15.166666666666666,9.177596604286002
2026-08-26_0800,2026-08-26 08:00:00,85.308837890625,27.73216027574025,85.330810546875,27.654337673663917,26.32,35.0,27.5,8.919815497580409
